trajectory_id,model,api_model_id,reasoning_setting,temperature,sampling_condition,grid_id,grid_size,difficulty,observed_wall_fraction,grid_replicate,trajectory_complete,goal_reached,steps,optimal_path_length,optimal_action_fraction,valid_action_fraction,invalid_output_rate,api_failure_rate,truncation_or_failure,step_limit_reached,total_output_tokens,max_call_output_tokens,total_runtime_seconds,p50_call_runtime_seconds,p95_call_runtime_seconds,total_prompt_tokens,total_tokens,estimated_cost_usd
gpt-oss-20b__low__size7_difficulty0.4_grid10__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid10,7,0.4,0.16,10,True,True,8,4,0.75,1.0,0.0,0.0,False,False,2550,711,26.23028629506007,3.0218968225235585,6.46110389950918,3880,6430,0.000704
gpt-oss-20b__low__size7_difficulty0.4_grid11__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid11,7,0.4,0.16,11,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1253,576,11.015552027034573,2.361578407988418,3.5996366248116827,2425,3678,0.00037185
gpt-oss-20b__low__size7_difficulty0.4_grid11__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid11,7,0.4,0.16,11,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1381,673,11.0923926649848,1.5617627219762653,3.9828332644188773,2425,3806,0.00039745
gpt-oss-20b__low__size7_difficulty0.4_grid11__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid11,7,0.4,0.16,11,True,True,5,5,1.0,1.0,0.0,0.0,False,False,906,423,8.757331556989811,0.8836835760157555,3.855545436404645,2425,3331,0.00030245
gpt-oss-20b__low__size7_difficulty0.4_grid11__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid11,7,0.4,0.16,11,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1046,490,7.28494917799253,1.1127053539967164,2.899858955410309,2425,3471,0.00033045
gpt-oss-20b__low__size7_difficulty0.4_grid12__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid12,7,0.4,0.16,12,True,True,5,5,1.0,1.0,0.0,0.0,False,False,902,372,10.324628251895774,1.4176752339699306,3.5705094681703486,2425,3327,0.00030165
gpt-oss-20b__low__size7_difficulty0.4_grid12__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid12,7,0.4,0.16,12,True,True,8,5,0.75,1.0,0.0,0.0,False,False,2297,648,22.597148565924726,2.4853152004943695,5.7822623246640426,3880,6177,0.0006533999999999999
gpt-oss-20b__low__size7_difficulty0.4_grid12__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid12,7,0.4,0.16,12,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1574,678,16.675401996995788,1.4004837140091695,7.00191913821036,2425,3999,0.00043605
gpt-oss-20b__low__size7_difficulty0.4_grid12__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid12,7,0.4,0.16,12,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1423,622,12.10212316189427,1.5201794779859483,4.300084877165499,2425,3848,0.00040585
gpt-oss-20b__low__size7_difficulty0.4_grid13__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid13,7,0.4,0.16,13,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1828,664,16.100577906996477,3.14996324601816,5.96560339940479,2425,4253,0.00048685
gpt-oss-20b__low__size7_difficulty0.4_grid13__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid13,7,0.4,0.16,13,True,True,6,5,0.8333333333333334,1.0,0.0,0.0,False,False,1439,453,16.8270655599772,1.7259249414782971,5.871598131503561,2910,4349,0.0004333
gpt-oss-20b__low__size7_difficulty0.4_grid13__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid13,7,0.4,0.16,13,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1628,478,14.506064446934033,3.5370141500025056,4.163490672188345,2425,4053,0.00044685000000000005
gpt-oss-20b__low__size7_difficulty0.4_grid13__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid13,7,0.4,0.16,13,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1203,400,13.510636828024872,2.7310591069981456,4.150812648015562,2425,3628,0.00036185000000000004
gpt-oss-20b__low__size7_difficulty0.4_grid14__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid14,7,0.4,0.16,14,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1796,831,14.620204942999408,2.9298350689932704,5.364256069005933,2425,4221,0.00048045
gpt-oss-20b__low__size7_difficulty0.4_grid14__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid14,7,0.4,0.16,14,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1307,382,16.06449080602033,2.3501375560299493,6.17951451401459,2425,3732,0.00038265
gpt-oss-20b__low__size7_difficulty0.4_grid14__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid14,7,0.4,0.16,14,True,True,5,5,1.0,1.0,0.0,0.0,False,False,2002,805,19.328432777896523,2.249289773986675,7.934927402366883,2425,4427,0.00052165
gpt-oss-20b__low__size7_difficulty0.4_grid14__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid14,7,0.4,0.16,14,True,True,8,5,0.75,1.0,0.0,0.0,False,False,3119,1107,22.918824824038893,2.60925850350759,6.00196067773504,3880,6999,0.0008178
gpt-oss-20b__low__size7_difficulty0.4_grid15__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid15,7,0.4,0.16,15,True,True,5,5,1.0,1.0,0.0,0.0,False,False,861,259,9.62999086396303,1.8396317109582014,2.860284954600502,2425,3286,0.00029345
gpt-oss-20b__low__size7_difficulty0.4_grid15__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid15,7,0.4,0.16,15,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1082,304,12.899026565079112,2.258012061996851,4.474569267244078,2425,3507,0.00033765
gpt-oss-20b__low__size7_difficulty0.4_grid15__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid15,7,0.4,0.16,15,True,True,5,5,1.0,1.0,0.0,0.0,False,False,903,316,9.658452900010161,1.4491359720123,3.6234489559778007,2425,3328,0.00030185
gpt-oss-20b__low__size7_difficulty0.4_grid15__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid15,7,0.4,0.16,15,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1502,473,12.800740299921017,2.7666532630100846,4.1113378289621325,2425,3927,0.00042165
gpt-oss-20b__low__size7_difficulty0.4_grid16__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid16,7,0.4,0.16,16,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1480,431,10.282072109926958,2.6385273279738612,3.006453196576331,2425,3905,0.00041725000000000003
gpt-oss-20b__low__size7_difficulty0.4_grid16__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid16,7,0.4,0.16,16,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1289,387,15.13839650299633,2.793524560984224,4.606928286596667,2425,3714,0.00037905
gpt-oss-20b__low__size7_difficulty0.4_grid16__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid16,7,0.4,0.16,16,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1372,442,11.513467725017108,2.0128232599818148,3.4957542897900566,2425,3797,0.00039565
gpt-oss-20b__low__size7_difficulty0.4_grid16__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid16,7,0.4,0.16,16,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1246,338,12.440835905086715,2.8047656590351835,3.365928792837076,2425,3671,0.00037045000000000003
gpt-oss-20b__low__size7_difficulty0.4_grid17__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid17,7,0.4,0.16,17,True,True,7,5,0.8571428571428571,1.0,0.0,0.0,False,False,2202,539,18.380418799992185,2.237045551999472,4.686412788490997,3395,5597,0.0006101500000000001
gpt-oss-20b__low__size7_difficulty0.4_grid17__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid17,7,0.4,0.16,17,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1501,662,13.010320010012947,1.721335104026366,5.361711508990265,2425,3926,0.00042144999999999997
gpt-oss-20b__low__size7_difficulty0.4_grid17__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid17,7,0.4,0.16,17,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1176,454,8.452902266057208,1.4576055650250055,2.884144885628484,2425,3601,0.00035645
gpt-oss-20b__low__size7_difficulty0.4_grid17__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid17,7,0.4,0.16,17,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1623,703,12.084652080957312,2.0139657119871117,4.794949921802617,2425,4048,0.00044585
gpt-oss-20b__low__size7_difficulty0.4_grid18__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid18,7,0.4,0.16,18,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2508,845,17.161388094944414,2.781983421969926,5.031223741971189,2910,5418,0.0006471
gpt-oss-20b__low__size7_difficulty0.4_grid18__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid18,7,0.4,0.16,18,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2306,626,16.318660649994854,3.006124034989625,4.074731004511705,2910,5216,0.0006067000000000001
gpt-oss-20b__low__size7_difficulty0.4_grid18__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid18,7,0.4,0.16,18,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2264,752,17.259186395967845,2.2590659829729702,5.931777780249831,2910,5174,0.0005983
gpt-oss-20b__low__size7_difficulty0.4_grid18__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid18,7,0.4,0.16,18,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1911,739,13.20374501706101,2.1118664085224736,4.154627684969455,2910,4821,0.0005277
gpt-oss-20b__low__size7_difficulty0.4_grid19__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid19,7,0.4,0.16,19,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1720,381,13.472137382021174,2.4014591489976738,3.140718215756351,2910,4630,0.0004895
gpt-oss-20b__low__size7_difficulty0.4_grid19__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid19,7,0.4,0.16,19,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2823,680,26.834608578123152,5.7115574615309015,6.23058524474618,2910,5733,0.0007101
gpt-oss-20b__low__size7_difficulty0.4_grid19__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid19,7,0.4,0.16,19,True,True,9,6,0.7777777777777778,1.0,0.0,0.0,False,False,3353,889,28.428060365957208,3.0945621189894155,5.740038965200074,4365,7718,0.0008888500000000001
gpt-oss-20b__low__size7_difficulty0.4_grid19__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid19,7,0.4,0.16,19,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2584,568,26.206238084181678,4.8502714825444855,5.9380933469947195,2910,5494,0.0006623
gpt-oss-20b__low__size7_difficulty0.4_grid1__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid1,7,0.4,0.16,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,94,94,1.6106147099635564,1.6106147099635564,1.6106147099635564,485,579,4.305e-05
gpt-oss-20b__low__size7_difficulty0.4_grid1__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid1,7,0.4,0.16,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,83,83,1.0962523340131156,1.0962523340131156,1.0962523340131156,485,568,4.0850000000000004e-05
gpt-oss-20b__low__size7_difficulty0.4_grid1__t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy_sanity_check,size7_difficulty0.4_grid1,7,0.4,0.16,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,64,64,0.8378453640034422,0.8378453640034422,0.8378453640034422,485,549,3.705e-05
gpt-oss-20b__low__size7_difficulty0.4_grid1__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid1,7,0.4,0.16,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,94,94,1.0036387509899214,1.0036387509899214,1.0036387509899214,485,579,4.305e-05
gpt-oss-20b__low__size7_difficulty0.4_grid20__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid20,7,0.4,0.16,20,True,True,12,6,0.75,1.0,0.0,0.0,False,False,5685,960,43.754978345066775,3.233895940502407,7.432558822626015,5820,11505,0.001428
gpt-oss-20b__low__size7_difficulty0.4_grid20__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid20,7,0.4,0.16,20,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1998,591,15.858450020023156,2.175354082020931,5.063472297246335,2910,4908,0.0005451
gpt-oss-20b__low__size7_difficulty0.4_grid20__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid20,7,0.4,0.16,20,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1773,810,13.527146130043548,1.894243977003498,4.442018881774857,2910,4683,0.0005001000000000001
gpt-oss-20b__low__size7_difficulty0.4_grid20__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid20,7,0.4,0.16,20,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1498,554,10.74958417803282,1.3126042204967234,3.458715026732534,2910,4408,0.00044510000000000003
gpt-oss-20b__low__size7_difficulty0.4_grid2__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid2,7,0.4,0.16,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,58,58,0.5810006050160155,0.5810006050160155,0.5810006050160155,485,543,3.5850000000000004e-05
gpt-oss-20b__low__size7_difficulty0.4_grid2__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid2,7,0.4,0.16,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,101,101,0.8946031969971955,0.8946031969971955,0.8946031969971955,485,586,4.445e-05
gpt-oss-20b__low__size7_difficulty0.4_grid2__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid2,7,0.4,0.16,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,114,114,1.1809893919853494,1.1809893919853494,1.1809893919853494,485,599,4.7050000000000005e-05
gpt-oss-20b__low__size7_difficulty0.4_grid2__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid2,7,0.4,0.16,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,57,57,0.7323817199794576,0.7323817199794576,0.7323817199794576,485,542,3.565e-05
gpt-oss-20b__low__size7_difficulty0.4_grid3__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid3,7,0.4,0.16,3,True,True,2,2,1.0,1.0,0.0,0.0,False,False,209,147,2.210807131952606,1.105403565976303,1.3153634373564274,970,1179,9.03e-05
gpt-oss-20b__low__size7_difficulty0.4_grid3__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid3,7,0.4,0.16,3,True,True,2,2,1.0,1.0,0.0,0.0,False,False,340,292,3.6913644510204904,1.8456822255102452,2.930780905971187,970,1310,0.00011650000000000001
gpt-oss-20b__low__size7_difficulty0.4_grid3__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid3,7,0.4,0.16,3,True,True,2,2,1.0,1.0,0.0,0.0,False,False,391,314,4.390988675062545,2.1954943375312723,3.315442708187038,970,1361,0.0001267
gpt-oss-20b__low__size7_difficulty0.4_grid3__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid3,7,0.4,0.16,3,True,True,2,2,1.0,1.0,0.0,0.0,False,False,192,113,1.899387374985963,0.9496936874929816,1.1106838501465972,970,1162,8.69e-05
gpt-oss-20b__low__size7_difficulty0.4_grid4__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid4,7,0.4,0.16,4,True,True,2,2,1.0,1.0,0.0,0.0,False,False,254,177,3.18588629597798,1.59294314798899,2.258743142778985,970,1224,9.93e-05
gpt-oss-20b__low__size7_difficulty0.4_grid4__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid4,7,0.4,0.16,4,True,True,2,2,1.0,1.0,0.0,0.0,False,False,442,261,5.001825698011089,2.5009128490055446,2.8226234461093553,970,1412,0.00013690000000000002
gpt-oss-20b__low__size7_difficulty0.4_grid4__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid4,7,0.4,0.16,4,True,True,2,2,1.0,1.0,0.0,0.0,False,False,408,311,3.955375494027976,1.977687747013988,2.727697795195854,970,1378,0.00013010000000000002
gpt-oss-20b__low__size7_difficulty0.4_grid4__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid4,7,0.4,0.16,4,True,True,2,2,1.0,1.0,0.0,0.0,False,False,281,153,3.3020790049922653,1.6510395024961326,1.7852642591664334,970,1251,0.0001047
gpt-oss-20b__low__size7_difficulty0.4_grid5__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid5,7,0.4,0.16,5,True,True,2,2,1.0,1.0,0.0,0.0,False,False,219,170,3.3836869900114834,1.6918434950057417,2.5417834321677217,970,1189,9.23e-05
gpt-oss-20b__low__size7_difficulty0.4_grid5__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid5,7,0.4,0.16,5,True,True,2,2,1.0,1.0,0.0,0.0,False,False,222,174,2.251230684982147,1.1256153424910735,1.477824627936934,970,1192,9.290000000000001e-05
gpt-oss-20b__low__size7_difficulty0.4_grid5__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid5,7,0.4,0.16,5,True,True,2,2,1.0,1.0,0.0,0.0,False,False,196,100,1.7634840400423855,0.8817420200211927,0.8847550310078077,970,1166,8.77e-05
gpt-oss-20b__low__size7_difficulty0.4_grid5__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid5,7,0.4,0.16,5,True,True,2,2,1.0,1.0,0.0,0.0,False,False,249,201,2.4738048189901747,1.2369024094950873,1.7855259345466037,970,1219,9.83e-05
gpt-oss-20b__low__size7_difficulty0.4_grid6__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid6,7,0.4,0.16,6,True,True,2,2,1.0,1.0,0.0,0.0,False,False,126,64,1.5279896520078182,0.7639948260039091,0.9187153785198461,970,1096,7.37e-05
gpt-oss-20b__low__size7_difficulty0.4_grid6__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid6,7,0.4,0.16,6,True,True,2,2,1.0,1.0,0.0,0.0,False,False,122,63,1.5002884090063162,0.7501442045031581,0.842375383261242,970,1092,7.290000000000001e-05
gpt-oss-20b__low__size7_difficulty0.4_grid6__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid6,7,0.4,0.16,6,True,True,2,2,1.0,1.0,0.0,0.0,False,False,201,108,2.346927443984896,1.173463721992448,1.198780080297729,970,1171,8.87e-05
gpt-oss-20b__low__size7_difficulty0.4_grid6__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid6,7,0.4,0.16,6,True,True,2,2,1.0,1.0,0.0,0.0,False,False,171,104,1.9222577199689113,0.9611288599844556,1.2164523151848696,970,1141,8.27e-05
gpt-oss-20b__low__size7_difficulty0.4_grid7__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid7,7,0.4,0.16,7,True,True,3,3,1.0,1.0,0.0,0.0,False,False,634,298,5.324082388076931,1.8017977580311708,1.9785521465179046,1455,2089,0.00019955
gpt-oss-20b__low__size7_difficulty0.4_grid7__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid7,7,0.4,0.16,7,True,True,3,3,1.0,1.0,0.0,0.0,False,False,536,323,4.083138189977035,1.021261642978061,2.2026595580042336,1455,1991,0.00017995
gpt-oss-20b__low__size7_difficulty0.4_grid7__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid7,7,0.4,0.16,7,True,True,3,3,1.0,1.0,0.0,0.0,False,False,621,355,6.099902228976134,1.1000125599675812,3.627175671700388,1455,2076,0.00019695000000000002
gpt-oss-20b__low__size7_difficulty0.4_grid7__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid7,7,0.4,0.16,7,True,True,3,3,1.0,1.0,0.0,0.0,False,False,485,296,3.7584102979744785,1.1263110259897076,1.9155429284030105,1455,1940,0.00016975
gpt-oss-20b__low__size7_difficulty0.4_grid8__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid8,7,0.4,0.16,8,True,True,3,3,1.0,1.0,0.0,0.0,False,False,850,482,7.964308766997419,2.750523042981513,4.288363046484301,1455,2305,0.00024275
gpt-oss-20b__low__size7_difficulty0.4_grid8__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid8,7,0.4,0.16,8,True,True,3,3,1.0,1.0,0.0,0.0,False,False,548,420,4.152255655033514,0.5937224259832874,2.727930110809393,1455,2003,0.00018235000000000001
gpt-oss-20b__low__size7_difficulty0.4_grid8__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid8,7,0.4,0.16,8,True,True,3,3,1.0,1.0,0.0,0.0,False,False,484,243,4.4817204579594545,1.7453506559832022,1.7608816266001668,1455,1939,0.00016955
gpt-oss-20b__low__size7_difficulty0.4_grid8__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid8,7,0.4,0.16,8,True,True,3,3,1.0,1.0,0.0,0.0,False,False,313,109,2.6733242830378003,0.826581787026953,1.0176746478944552,1455,1768,0.00013535
gpt-oss-20b__low__size7_difficulty0.4_grid9__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid9,7,0.4,0.16,9,True,True,3,3,1.0,1.0,0.0,0.0,False,False,491,313,3.477946809027344,0.8874470780137926,1.8976013846520798,1455,1946,0.00017095
gpt-oss-20b__low__size7_difficulty0.4_grid9__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid9,7,0.4,0.16,9,True,True,3,3,1.0,1.0,0.0,0.0,False,False,434,329,3.087103096942883,0.5405697009991854,1.9101986874884458,1455,1889,0.00015955
gpt-oss-20b__low__size7_difficulty0.4_grid9__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid9,7,0.4,0.16,9,True,True,3,3,1.0,1.0,0.0,0.0,False,False,321,170,3.9803294670418836,1.1315415499848314,2.1972009086399336,1455,1776,0.00013695
gpt-oss-20b__low__size7_difficulty0.4_grid9__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid9,7,0.4,0.16,9,True,True,3,3,1.0,1.0,0.0,0.0,False,False,365,168,3.417345608002506,1.1661942610517144,1.5629583582805935,1455,1820,0.00014575
gpt-oss-20b__low__size7_difficulty0.6_grid10__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid10,7,0.6,0.2,10,True,False,12,4,0.5,1.0,0.0,0.0,True,True,3913,585,27.885376053047366,2.2168978060071822,3.7149360356386745,5820,9733,0.0010736
gpt-oss-20b__low__size7_difficulty0.6_grid10__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid10,7,0.6,0.2,10,True,True,4,4,1.0,1.0,0.0,0.0,False,False,591,291,6.457727440982126,0.842543813487282,3.5856459568080017,1940,2531,0.0002152
gpt-oss-20b__low__size7_difficulty0.6_grid10__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid10,7,0.6,0.2,10,True,True,6,4,0.8333333333333334,1.0,0.0,0.0,False,False,1392,431,10.256502021977212,1.5718074344913475,2.928858718762058,2910,4302,0.0004239
gpt-oss-20b__low__size7_difficulty0.6_grid10__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid10,7,0.6,0.2,10,True,True,4,4,1.0,1.0,0.0,0.0,False,False,893,376,5.860399650991894,1.3710794085054658,2.1821823159494667,1940,2833,0.00027560000000000003
gpt-oss-20b__low__size7_difficulty0.6_grid11__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid11,7,0.6,0.2,11,True,True,4,4,1.0,1.0,0.0,0.0,False,False,848,394,6.631531052989885,1.4536102550046053,2.5635323834838344,1940,2788,0.00026660000000000003
